Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background,tag
"507.94,176.816","541.185,206.186","523.678,210.035","523.656,259.043","513.803,274.839","556.915,198.429","572.535,243.441","525.556,274.809","539.252,319.807","523.639,319.786","515.749,404.07","523.608,478.489","554.846,319.824","572.593,398.201","617.649,460.881","507.817,167.089","511.904,166.987","0.0,0.0","537.283,167.101","607.85,488.289","617.568,484.38","617.634,466.82","509.855,492.275","505.941,492.223","531.447,478.565",0,0
"498.155,176.757","535.294,206.168","513.827,211.998","513.826,261.105","511.878,276.79","552.969,196.409","570.582,241.422","525.584,274.815","531.443,321.827","517.701,321.762","509.977,402.182","511.836,474.579","545.163,323.724","556.997,400.208","576.485,466.805","496.178,167.032","507.878,165.118","0.0,0.0","525.648,165.186","578.451,478.568","586.242,476.578","584.286,478.489","509.928,486.365","504.015,490.244","519.672,476.56",0,0
"494.16,169.027","525.654,202.317","509.844,210.076","509.847,257.161","0.0,0.0","545.187,196.396","568.581,241.369","523.607,266.96","525.484,321.814","509.827,321.799","507.934,406.054","509.927,478.497","541.142,321.82","554.893,400.123","617.579,447.179","492.261,165.044","500.099,163.132","0.0,0.0","523.537,164.987","605.933,462.898","617.678,460.922","619.611,449.172","505.928,498.137","494.239,494.212","519.685,480.488",0,0
"878.197,353.231","793.915,306.113","752.831,306.12","709.733,447.259","676.419,584.279","836.995,304.163","825.348,439.335","823.402,541.157","645.07,321.797","605.9,327.682","678.346,466.789","672.499,680.316","688.159,315.914","760.743,482.425","758.641,646.99","884.022,337.579","0.0,0.0","852.808,290.449","0.0,0.0","823.258,678.322","821.39,668.529","743.021,660.716","729.296,697.893","707.757,715.583","654.835,692.088",0,1
"482.44,166.991","519.646,198.348","498.103,208.153","492.252,257.146","0.0,0.0","539.182,194.373","558.857,237.537","523.646,259.167","511.799,315.915","496.169,315.893","500.054,402.096","502.048,472.654","525.598,315.918","539.312,396.221","588.204,443.263","480.457,163.127","492.163,163.013","0.0,0.0","509.893,163.072","588.278,460.906","601.883,455.017","594.108,447.187","490.269,484.402","480.524,478.556","507.961,476.571",0,0
"478.496,165.118","511.849,198.349","494.176,208.155","490.243,251.268","0.0,0.0","531.433,194.368","555.016,233.602","523.511,259.164","509.815,317.822","494.152,317.816","494.3,400.101","505.93,470.668","525.477,317.814","537.314,398.138","584.277,445.18","476.614,163.083","484.41,161.11","0.0,0.0","507.892,163.005","584.287,462.839","590.246,456.991","588.257,445.246","488.333,480.471","482.456,478.507","509.949,476.509",0,0
"874.296,353.202","790.037,304.215","746.924,306.084","707.703,447.191","676.382,580.412","835.048,304.123","823.304,439.329","823.254,539.231","639.196,315.916","603.979,319.884","666.627,472.635","670.51,672.496","680.296,306.133","756.658,464.846","756.737,643.082","880.173,337.558","0.0,0.0","852.656,294.417","0.0,0.0","819.409,670.503","821.283,664.686","742.996,656.782","729.284,696.016","711.638,699.945","654.851,686.213",0,1
"466.797,165.035","503.974,196.485","480.523,206.217","478.46,257.17","466.769,302.205","523.583,192.48","552.903,229.796","521.635,259.119","498.086,313.951","482.484,313.938","490.245,396.223","494.182,462.883","511.837,313.948","511.855,384.565","551.01,441.302","464.782,161.139","476.539,159.162","0.0,0.0","494.291,161.126","537.326,466.765","545.138,462.936","554.994,443.251","478.563,478.487","478.484,476.568","502.06,468.762",0,0
"462.963,163.149","496.19,196.396","478.48,206.162","474.625,261.03","460.875,311.986","517.739,190.501","545.18,229.7","519.687,259.069","492.325,315.878","478.514,315.889","484.409,396.228","504.003,460.926","507.905,313.966","507.823,384.555","539.246,443.233","462.791,157.25","474.544,155.248","0.0,0.0","494.105,159.161","525.597,466.751","539.233,462.906","543.207,445.173","490.28,476.541","486.38,474.587","511.829,462.867",0,0
"460.936,163.088","494.164,196.405","476.512,206.218","464.873,261.081","449.156,306.149","511.895,188.566","541.313,227.855","515.763,259.03","490.242,312.008","474.632,312.004","476.474,390.361","496.165,429.587","503.947,312.01","494.294,384.585","525.492,447.208","460.829,155.272","464.89,151.432","0.0,0.0","490.319,153.347","525.491,466.782","537.243,462.863","531.45,451.082","490.287,433.443","482.414,433.45","505.938,431.492",0,0
"460.83,163.005","490.284,196.445","462.968,206.227","462.823,259.163","443.258,302.222","509.92,190.496","539.311,229.698","513.809,257.187","484.372,310.072","470.658,310.069","472.614,388.405","496.169,447.228","498.089,310.07","492.251,384.565","509.952,453.098","457.008,153.299","462.97,151.36","0.0,0.0","488.315,151.432","494.166,466.802","505.932,468.736","523.524,460.931","488.318,472.635","0.0,0.0","502.032,451.11",0,0
"456.984,162.991","484.419,196.372","462.801,204.255","460.785,257.217","431.515,300.207","507.938,186.642","539.208,227.87","509.96,257.206","478.595,310.035","462.941,310.071","470.687,388.448","488.347,462.847","494.232,308.13","484.42,392.349","494.169,464.798","453.028,153.353","462.77,151.342","0.0,0.0","480.537,151.419","476.522,482.462","484.395,480.532","498.159,470.678","468.753,476.559","464.798,476.579","496.165,466.77",0,0
"878.191,351.193","788.104,304.11","744.978,304.144","699.905,445.276","666.711,582.312","831.152,300.264","817.409,431.575","821.274,541.219","635.284,319.789","603.865,323.766","668.554,470.689","672.454,670.524","672.484,306.119","758.699,464.828","754.725,641.142","884.018,337.39","0.0,0.0","852.706,294.355","0.0,0.0","819.378,672.509","819.424,666.539","741.017,654.839","729.315,697.932","711.671,701.864","654.858,684.262",0,1
"449.115,161.15","476.65,196.393","451.141,204.245","445.164,257.078","413.804,290.553","500.094,188.591","537.238,227.859","507.867,266.911","476.58,308.141","462.837,310.065","484.429,398.247","496.22,480.488","490.257,308.088","474.605,398.22","462.946,480.516","447.16,151.411","458.95,149.481","0.0,0.0","478.487,151.382","460.826,502.024","472.603,505.91","464.864,492.227","500.088,507.916","496.132,507.931","502.038,492.201",0,0
"447.111,161.151","476.464,196.397","447.251,202.286","439.321,255.165","404.122,288.572","496.225,190.547","533.39,227.825","507.995,261.088","472.646,313.932","456.992,313.969","480.543,396.211","498.171,464.845","486.392,312.012","464.842,398.131","449.14,476.618","445.223,151.413","453.098,149.472","0.0,0.0","476.552,151.335","429.585,482.451","433.502,486.362","451.113,486.395","496.194,496.185","496.171,496.173","509.829,472.672",0,0
"445.153,159.211","472.64,196.41","447.163,202.317","433.447,255.118","400.144,288.439","494.232,192.447","531.461,229.71","505.885,263.033","470.718,308.104","456.989,308.123","478.622,392.314","498.167,460.924","484.409,308.102","462.794,396.232","447.144,476.524","443.225,151.326","449.113,149.43","0.0,0.0","474.6,151.352","433.48,486.375","449.147,494.187","447.16,484.404","492.218,486.37","494.267,492.246","509.832,462.914",0,0
"443.179,159.201","464.887,196.398","445.173,202.269","429.619,255.181","398.126,288.429","492.238,192.466","529.48,229.705","504.012,264.96","464.802,310.051","451.102,310.069","478.584,396.234","503.992,464.781","478.54,310.015","460.865,396.21","445.232,474.599","439.323,151.332","447.161,149.439","0.0,0.0","468.753,151.364","427.59,484.406","439.345,492.195","445.247,484.389","492.243,492.222","494.257,494.18","511.837,466.8",0,0
"437.359,157.22","462.819,196.382","437.402,200.326","423.68,255.131","392.295,288.404","490.232,192.506","527.562,229.767","496.193,270.841","462.85,313.93","449.105,313.952","476.455,396.254","502.006,458.951","476.602,311.987","456.979,398.144","441.324,478.465","433.549,149.439","445.255,149.403","0.0,0.0","464.83,151.386","406.022,484.424","415.809,492.149","443.237,492.202","496.171,480.479","498.098,486.362","511.838,460.867",0,0
"431.619,157.217","460.858,196.393","431.579,200.301","417.844,255.126","384.549,288.5","484.438,194.354","525.511,229.796","494.248,272.739","460.79,310.023","445.268,310.031","476.592,396.27","494.173,468.75","472.601,308.15","449.11,398.131","433.481,480.512","431.535,149.399","445.117,149.356","0.0,0.0","462.923,151.36","402.157,492.157","411.927,494.135","439.323,494.158","492.258,498.111","494.183,496.152","502.011,476.551",0,0
"431.459,153.28","458.896,194.536","431.444,196.5","417.786,253.171","384.466,288.548","480.544,192.51","523.591,231.684","492.327,272.753","451.132,308.077","441.3,308.077","474.635,396.205","494.27,468.713","462.911,308.078","445.24,396.221","431.515,486.38","429.566,147.522","439.362,147.495","0.0,0.0","460.938,149.474","396.251,492.302","404.111,496.158","439.33,496.187","494.162,492.28","494.243,494.171","503.994,476.529",0,0
"429.536,151.329","451.147,194.47","427.596,196.405","413.967,253.224","382.584,290.434","478.602,192.428","521.573,235.57","492.171,272.872","447.258,310.041","437.378,310.032","468.717,396.229","496.144,466.765","460.864,310.023","443.278,398.197","431.454,488.328","427.631,147.432","435.416,147.418","0.0,0.0","460.803,149.373","398.143,494.155","406.017,496.201","435.464,496.21","494.232,492.194","496.165,492.237","505.976,472.664",0,0
"427.514,149.371","447.299,194.368","423.702,194.491","413.789,251.284","382.479,290.513","476.601,190.495","513.828,233.666","484.444,274.839","445.217,308.147","431.47,310.032","462.792,396.24","494.172,462.883","458.907,308.125","439.326,398.216","431.494,488.338","423.675,145.459","431.554,145.43","0.0,0.0","456.959,147.504","398.166,494.234","406.058,496.234","439.33,498.09","494.222,490.285","494.199,492.212","505.908,466.798",0,0
"417.861,147.485","445.269,192.456","415.916,194.407","409.945,245.458","382.427,290.535","474.589,186.644","509.931,235.573","480.493,274.842","443.221,306.172","429.459,306.21","456.954,396.183","490.227,460.833","456.941,306.148","433.523,398.2","431.509,486.369","417.777,141.554","429.524,141.593","0.0,0.0","449.193,147.393","398.232,494.221","408.008,496.214","439.339,496.156","492.237,486.343","492.225,490.21","496.18,460.9",0,0
"415.928,145.499","445.197,188.558","415.812,190.529","406.014,245.352","382.481,294.407","472.668,184.696","507.923,237.565","476.605,274.881","433.501,306.105","419.723,306.1","433.518,384.587","478.509,439.324","449.111,306.116","431.578,398.257","431.454,486.376","415.819,135.701","429.469,135.739","0.0,0.0","447.281,145.483","398.203,494.203","409.921,496.209","437.386,496.134","492.199,451.153","480.463,456.968","490.294,441.281",0,0
"415.746,145.405","441.278,186.615","411.946,190.494","400.241,243.5","382.522,294.359","468.752,184.626","504.017,239.479","470.656,276.755","431.501,304.222","415.827,306.058","427.551,388.399","474.64,441.286","447.162,304.203","433.45,398.167","431.479,488.299","413.849,133.828","423.705,133.814","0.0,0.0","445.299,143.47","398.199,494.148","409.967,496.224","441.273,496.175","478.499,451.085","474.625,453.034","486.377,441.312",0,0
"411.904,143.461","435.446,184.673","407.974,186.588","400.15,243.534","382.509,296.315","466.767,182.754","496.142,241.368","462.834,274.788","429.462,306.131","411.927,306.147","417.771,398.124","466.809,437.38","445.143,306.125","433.445,400.181","431.449,488.339","409.938,133.743","415.949,133.734","0.0,0.0","445.148,137.666","400.11,494.177","411.87,496.23","437.395,496.131","474.582,447.193","472.621,447.23","482.447,435.469",0,0
"406.029,137.675","431.565,182.737","402.096,182.753","400.136,241.555","382.597,294.383","462.844,182.673","492.175,239.519","451.133,274.714","425.623,310.022","408.02,310.012","415.867,396.2","462.854,433.544","441.297,310.023","431.507,402.134","431.522,486.362","402.18,131.855","415.744,133.64","0.0,0.0","439.323,135.675","400.152,494.177","411.907,496.197","439.365,494.259","462.802,447.206","460.826,447.187","476.565,433.531",0,0
"400.191,135.732","429.643,180.815","400.182,180.851","398.205,241.483","382.555,294.35","460.857,180.751","484.434,239.495","443.213,272.767","415.907,315.9","400.112,313.948","398.114,402.149","406.071,478.49","435.395,317.833","433.445,408.019","435.397,490.239","400.122,131.81","411.886,131.794","0.0,0.0","433.443,133.805","402.154,494.223","413.89,498.088","443.271,496.169","394.285,494.151","394.301,492.161","411.875,482.433",0,0
"398.178,135.693","429.443,180.739","398.213,180.812","392.284,243.359","382.457,298.292","457.003,178.844","478.442,239.524","431.554,270.808","415.762,317.877","398.138,315.949","392.293,400.208","406.033,476.53","431.602,317.904","433.452,406.015","431.438,484.375","398.129,131.787","402.203,131.761","0.0,0.0","429.568,133.755","402.106,494.189","413.878,496.167","435.449,492.285","388.423,490.251","388.445,486.352","409.971,478.573",0,0
"392.318,135.684","425.599,178.871","396.247,180.727","390.342,241.533","380.548,296.311","453.031,178.751","474.578,239.531","423.684,268.898","413.828,315.879","394.254,312.018","382.583,400.194","398.262,476.63","431.511,315.93","433.516,406.06","439.305,488.338","390.389,131.765","400.103,131.725","0.0,0.0","427.531,133.68","409.932,494.222","415.888,496.22","443.279,496.133","388.423,492.249","384.531,488.342","406.06,480.51",0,0
"384.607,135.717","417.825,178.863","392.3,180.803","388.418,241.429","380.505,290.467","447.192,176.842","464.805,239.47","413.902,266.978","409.979,310.073","388.435,308.122","376.652,398.216","380.6,480.521","429.508,313.952","429.472,406.022","429.576,486.348","384.544,131.801","396.238,131.713","0.0,0.0","417.794,131.827","415.905,496.159","429.549,494.263","431.467,492.247","392.286,492.277","382.474,494.246","386.436,486.371",0,0
"382.591,135.671","415.757,178.803","386.46,180.8","386.523,233.639","380.556,274.7","445.124,174.855","460.81,239.441","402.172,264.955","406.078,306.156","384.584,306.116","366.872,398.165","366.898,484.384","429.456,308.068","427.539,404.118","429.498,490.301","382.528,131.78","388.423,131.699","0.0,0.0","413.955,131.801","409.98,494.221","415.785,494.171","429.564,494.25","374.686,498.143","355.128,498.133","374.701,490.247",0,0
"378.642,135.723","413.818,178.783","384.504,180.81","390.346,233.638","374.703,270.842","439.341,172.903","449.185,235.581","394.286,263.031","404.08,308.065","384.446,306.198","374.702,400.207","386.48,480.512","427.598,308.126","431.515,406.052","433.522,490.24","378.558,131.779","384.455,131.708","0.0,0.0","411.884,131.789","423.65,500.088","441.267,500.086","435.435,494.206","392.332,494.232","382.599,494.223","396.226,486.38",0,0
"370.764,135.704","411.863,178.741","384.44,180.703","388.406,239.486","370.784,270.892","433.466,174.834","445.176,231.728","384.506,263.017","400.229,306.167","382.476,306.095","366.886,406.026","384.448,480.525","423.704,308.065","433.438,411.91","443.207,492.272","368.814,131.761","380.553,131.685","0.0,0.0","402.144,131.778","431.503,502.019","447.19,503.995","443.252,496.158","392.323,492.299","382.536,494.241","392.318,484.42",0,0
"368.725,135.7","402.12,178.804","380.519,182.685","386.456,241.436","366.933,272.811","429.531,172.871","437.368,229.796","380.587,266.953","400.135,308.072","380.593,306.147","362.891,396.22","366.783,480.466","419.783,310.014","431.558,413.819","443.268,494.163","366.865,131.799","372.769,131.683","0.0,0.0","400.088,131.736","433.451,502.047","453.068,505.964","445.201,496.209","337.451,494.22","337.452,490.297","368.88,492.221",0,0
"362.967,137.627","398.284,180.662","372.772,186.592","382.487,241.5","364.932,274.832","423.69,172.918","429.539,231.662","370.774,272.735","398.161,308.129","376.669,308.08","360.984,402.103","353.177,480.506","415.866,310.046","427.602,415.783","445.227,406.05","360.98,131.817","368.742,131.752","0.0,0.0","396.176,131.758","439.346,431.563","447.257,427.618","449.151,406.022","331.595,494.245","331.603,492.184","355.13,492.274",0,0
"901.733,353.165","807.6,304.222","768.496,306.19","715.585,439.327","684.245,570.657","850.764,302.146","821.384,419.782","821.381,527.524","635.284,311.993","605.912,313.971","680.266,476.562","676.355,664.667","672.486,298.279","760.565,464.834","758.672,633.341","907.597,341.39","0.0,0.0","870.308,300.256","0.0,0.0","823.319,664.713","821.437,658.773","743.061,648.995","742.978,697.893","727.322,699.89","662.618,680.363",0,1
